no	Annotation	Filename	Random Forest	kNN	AdaBoost
436	go	dayTest/daySequence1--02676.jpg	go	go	go
437	stop	nightTest/nightSequence2--04149.jpg	stop	stop	stop
438	stop	nightTest/nightSequence2--00379.jpg	stop	stop	stop
439	stop	nightTest/nightSequence2--03693.jpg	stop	stop	stop
440	go	nightTest/nightSequence1--01883.jpg	go	go	go
441	goLeft	dayTest/daySequence2--06281.jpg	goLeft	goLeft	goLeft
442	stop	nightTest/nightSequence2--00461.jpg	stop	stop	stop
443	stopLeft	dayTest/daySequence2--03477.jpg	stopLeft	stopLeft	stopLeft
444	stop	nightTest/nightSequence2--01705.jpg	stop	stop	stop
445	go	nightTest/nightSequence2--04273.jpg	go	go	go
446	go	dayTest/daySequence1--03426.jpg	go	go	go
447	stop	nightTest/nightSequence1--03483.jpg	stop	stop	stop
448	go	nightTest/nightSequence2--05455.jpg	go	go	go
449	go	dayTest/daySequence1--01016.jpg	go	go	go
450	go	nightTest/nightSequence2--04402.jpg	go	go	go
451	stop	dayTest/daySequence1--03514.jpg	stop	stop	stop
452	stop	dayTest/daySequence2--00964.jpg	stop	stop	stop
453	go	dayTest/daySequence1--03369.jpg	go	go	go
454	stop	dayTest/daySequence1--02511.jpg	stop	stop	stop
455	go	dayTest/daySequence1--03331.jpg	go	go	go
456	stop	nightTest/nightSequence1--02982.jpg	stop	stop	stop
457	stopLeft	nightTest/nightSequence1--03560.jpg	stopLeft	stopLeft	stopLeft
458	go	dayTest/daySequence2--06830.jpg	go	go	go
459	go	nightTest/nightSequence2--04272.jpg	go	go	go
460	stop	dayTest/daySequence2--00310.jpg	stop	stop	stop
461	go	dayTest/daySequence1--00973.jpg	go	go	go
462	go	nightTest/nightSequence1--04658.jpg	go	go	go
463	stopLeft	nightTest/nightSequence2--06494.jpg	stopLeft	stopLeft	stopLeft
464	go	nightTest/nightSequence1--04849.jpg	go	go	go
465	stop	nightTest/nightSequence2--06360.jpg	stop	stop	stop
466	go	dayTest/daySequence1--03361.jpg	go	go	go
467	stop	dayTest/daySequence2--05468.jpg	stop	stop	stop
468	stop	nightTest/nightSequence1--03127.jpg	stop	stop	stop
469	stop	nightTest/nightSequence1--03386.jpg	stop	stop	stop
470	go	dayTest/daySequence1--02674.jpg	go	go	go
471	stop	nightTest/nightSequence1--03321.jpg	stop	stop	stop
472	go	dayTest/daySequence1--02238.jpg	go	go	go
473	stop	nightTest/nightSequence1--02795.jpg	stop	stop	stop
474	stop	nightTest/nightSequence2--05077.jpg	stop	stop	stop
475	stop	nightTest/nightSequence2--00889.jpg	stop	stop	stop
476	stop	nightTest/nightSequence2--00188.jpg	stop	stop	stop
477	warning	nightTest/nightSequence1--02598.jpg	warning	warning	warning
478	go	nightTest/nightSequence2--04336.jpg	go	go	go
479	go	nightTest/nightSequence2--01909.jpg	go	go	go
480	stop	dayTest/daySequence1--00756.jpg	stop	stop	stop
481	go	dayTest/daySequence1--01187.jpg	go	go	go
482	go	nightTest/nightSequence2--01440.jpg	go	go	go
483	stop	nightTest/nightSequence1--02908.jpg	stop	stop	stop
484	go	nightTest/nightSequence2--01098.jpg	go	go	go
485	stop	nightTest/nightSequence2--01756.jpg	stop	stop	stop
486	stop	nightTest/nightSequence2--02101.jpg	stop	stop	stop
487	go	nightTest/nightSequence2--04284.jpg	go	go	go
488	go	dayTest/daySequence2--03452.jpg	go	go	go
489	stopLeft	dayTest/daySequence2--05219.jpg	stopLeft	stopLeft	stopLeft
490	stop	nightTest/nightSequence1--02927.jpg	stop	stop	stop
491	stop	nightTest/nightSequence1--03007.jpg	stop	stop	stop
492	stop	nightTest/nightSequence1--01592.jpg	stop	stop	stop
493	stop	nightTest/nightSequence1--01517.jpg	stop	stop	stop
494	stop	nightTest/nightSequence2--06253.jpg	stop	stop	stop
495	go	dayTest/daySequence1--02913.jpg	go	go	go
496	go	dayTest/daySequence1--02383.jpg	go	go	go
497	stop	nightTest/nightSequence1--03480.jpg	stop	stop	stop
498	stopLeft	nightTest/nightSequence2--01256.jpg	stopLeft	stopLeft	stopLeft
499	go	nightTest/nightSequence2--05553.jpg	go	go	go
500	go	nightTest/nightSequence2--03064.jpg	go	go	go
501	go	nightTest/nightSequence1--03705.jpg	go	go	go
502	go	nightTest/nightSequence2--03869.jpg	go	go	go
503	stop	nightTest/nightSequence2--06254.jpg	stop	stop	stop
504	stop	nightTest/nightSequence1--01642.jpg	stop	stop	stop
505	go	dayTest/daySequence2--04965.jpg	go	go	go
506	go	dayTest/daySequence1--02706.jpg	go	go	go
507	go	nightTest/nightSequence2--01164.jpg	go	go	go
508	warning	nightTest/nightSequence2--01572.jpg	warning	warning	warning
509	stop	nightTest/nightSequence2--06317.jpg	stop	stop	stop
510	stopLeft	dayTest/daySequence2--05283.jpg	stopLeft	stopLeft	stopLeft
511	go	nightTest/nightSequence2--06500.jpg	go	go	go
512	go	nightTest/nightSequence1--04166.jpg	go	go	go
513	go	dayTest/daySequence2--02698.jpg	go	go	go
514	go	nightTest/nightSequence2--06522.jpg	go	go	go
515	warning	nightTest/nightSequence2--01544.jpg	warning	warning	warning
516	stop	nightTest/nightSequence1--00969.jpg	stop	stop	stop
517	go	nightTest/nightSequence1--02567.jpg	go	go	go
518	go	nightTest/nightSequence2--04067.jpg	go	go	go
519	stop	nightTest/nightSequence2--00142.jpg	stop	stop	stop
520	go	dayTest/daySequence2--03403.jpg	go	go	go
521	stop	dayTest/daySequence2--06134.jpg	stop	stop	stop
522	warning	nightTest/nightSequence1--02613.jpg	warning	warning	warning
523	stop	dayTest/daySequence1--02224.jpg	stop	stop	stop
524	go	nightTest/nightSequence2--03996.jpg	go	go	go
525	stop	nightTest/nightSequence1--03532.jpg	stop	stop	stop
526	go	dayTest/daySequence1--03167.jpg	go	go	go
527	stop	nightTest/nightSequence1--02983.jpg	stop	stop	stop
528	go	nightTest/nightSequence2--01223.jpg	go	go	go
529	stop	nightTest/nightSequence1--00652.jpg	stop	stop	stop
530	goLeft	nightTest/nightSequence1--03759.jpg	goLeft	goLeft	goLeft
531	go	nightTest/nightSequence2--04585.jpg	go	go	go
532	warning	nightTest/nightSequence1--02725.jpg	warning	warning	warning
533	go	nightTest/nightSequence2--02727.jpg	go	go	go
534	warning	dayTest/daySequence1--01902.jpg	warning	warning	warning
535	stop	nightTest/nightSequence1--03182.jpg	stop	stop	stop
536	stop	nightTest/nightSequence1--02780.jpg	stop	stop	stop
537	stop	nightTest/nightSequence2--00166.jpg	stop	stop	stop
538	go	nightTest/nightSequence2--04325.jpg	go	go	go
539	stopLeft	dayTest/daySequence2--03499.jpg	stopLeft	stopLeft	stopLeft
540	go	nightTest/nightSequence2--05521.jpg	go	go	go
541	stopLeft	dayTest/daySequence2--05559.jpg	stopLeft	stopLeft	stopLeft
542	stop	nightTest/nightSequence2--06386.jpg	stop	stop	stop
543	go	nightTest/nightSequence2--05317.jpg	go	go	go
544	stop	nightTest/nightSequence1--01336.jpg	stop	stop	stop
545	go	nightTest/nightSequence1--02583.jpg	go	go	go
546	go	nightTest/nightSequence1--04719.jpg	go	go	go
547	go	dayTest/daySequence1--03061.jpg	go	go	go
548	go	nightTest/nightSequence1--03811.jpg	go	go	go
549	go	nightTest/nightSequence2--05566.jpg	go	go	go
550	go	nightTest/nightSequence2--02837.jpg	go	go	go
551	go	dayTest/daySequence1--01129.jpg	go	go	go
552	go	nightTest/nightSequence2--03157.jpg	go	go	go
553	stop	nightTest/nightSequence1--03572.jpg	stop	stop	stop
554	stopLeft	dayTest/daySequence2--05085.jpg	stopLeft	stopLeft	stopLeft
555	stop	nightTest/nightSequence2--04344.jpg	stop	stop	stop
556	go	dayTest/daySequence2--06618.jpg	go	go	go
557	goLeft	nightTest/nightSequence1--03758.jpg	goLeft	goLeft	goLeft
558	stop	nightTest/nightSequence2--00518.jpg	stop	stop	stop
559	go	dayTest/daySequence2--01186.jpg	go	go	go
560	go	nightTest/nightSequence1--01854.jpg	go	go	go
561	stop	nightTest/nightSequence2--06058.jpg	stop	stop	stop
562	stopLeft	dayTest/daySequence2--05943.jpg	stopLeft	stopLeft	stopLeft
563	stop	nightTest/nightSequence2--01682.jpg	stop	stop	stop
564	go	nightTest/nightSequence2--03266.jpg	go	go	go
565	stop	nightTest/nightSequence1--01453.jpg	stop	stop	stop
566	go	nightTest/nightSequence2--01464.jpg	go	go	go
567	stop	dayTest/daySequence2--00886.jpg	stop	stop	stop
568	stop	nightTest/nightSequence1--00558.jpg	stop	stop	stop
569	go	nightTest/nightSequence1--02574.jpg	go	go	go
570	stopLeft	nightTest/nightSequence2--01326.jpg	stopLeft	stopLeft	stopLeft
571	stop	nightTest/nightSequence1--02913.jpg	stop	stop	stop
572	stop	nightTest/nightSequence2--06315.jpg	stop	stop	stop
573	stopLeft	dayTest/daySequence2--04603.jpg	stopLeft	stopLeft	stopLeft
574	go	nightTest/nightSequence2--01270.jpg	go	go	go
575	go	nightTest/nightSequence2--04414.jpg	go	go	go
576	go	nightTest/nightSequence2--04154.jpg	go	go	go
577	stop	dayTest/daySequence2--00215.jpg	stop	stop	stop
578	stop	nightTest/nightSequence1--01378.jpg	stop	stop	stop
579	go	nightTest/nightSequence2--04299.jpg	go	go	go
580	stop	nightTest/nightSequence2--03710.jpg	stop	stop	stop
581	go	nightTest/nightSequence2--02566.jpg	go	go	go
582	go	nightTest/nightSequence2--01160.jpg	go	go	go
583	warning	nightTest/nightSequence1--02722.jpg	warning	warning	warning
584	stop	nightTest/nightSequence1--00865.jpg	stop	stop	stop
585	stopLeft	dayTest/daySequence2--05348.jpg	stopLeft	stopLeft	stopLeft
586	stop	nightTest/nightSequence2--00484.jpg	stop	stop	stop
587	stop	dayTest/daySequence1--03472.jpg	stop	stop	stop
588	go	nightTest/nightSequence1--01805.jpg	go	go	go
589	warning	dayTest/daySequence1--01914.jpg	warning	warning	warning
590	go	dayTest/daySequence1--02076.jpg	go	go	go
591	go	nightTest/nightSequence2--03174.jpg	go	go	go
592	go	nightTest/nightSequence2--04079.jpg	go	go	go
593	go	nightTest/nightSequence2--04280.jpg	go	go	go
594	go	dayTest/daySequence2--06686.jpg	go	go	go
595	go	dayTest/daySequence2--06763.jpg	go	go	go
596	stop	dayTest/daySequence2--00358.jpg	stop	stop	stop
597	stop	nightTest/nightSequence2--04780.jpg	stop	stop	stop
598	go	dayTest/daySequence2--06586.jpg	go	go	go
599	stop	nightTest/nightSequence1--02727.jpg	stop	stop	stop
600	go	nightTest/nightSequence2--03887.jpg	go	go	go
601	go	dayTest/daySequence2--05035.jpg	go	go	go
602	stop	dayTest/daySequence2--06102.jpg	stop	stop	stop
603	go	nightTest/nightSequence2--05557.jpg	go	go	go
604	stopLeft	dayTest/daySequence2--05409.jpg	stopLeft	stopLeft	stopLeft
605	go	nightTest/nightSequence1--04353.jpg	go	go	go
606	warning	nightTest/nightSequence2--01543.jpg	warning	warning	warning
607	stop	dayTest/daySequence1--02496.jpg	stop	stop	stop
608	stop	dayTest/daySequence1--02325.jpg	stop	stop	stop
609	go	nightTest/nightSequence2--05462.jpg	go	go	go
610	stop	nightTest/nightSequence2--00184.jpg	stop	stop	stop
611	stop	nightTest/nightSequence2--00333.jpg	stop	stop	stop
612	go	dayTest/daySequence1--01008.jpg	go	go	go
613	go	nightTest/nightSequence2--05546.jpg	go	go	go
614	stopLeft	dayTest/daySequence2--04978.jpg	stopLeft	stopLeft	stopLeft
615	stop	nightTest/nightSequence1--02931.jpg	stop	stop	stop
616	go	nightTest/nightSequence2--05454.jpg	go	go	go
617	stopLeft	nightTest/nightSequence2--06514.jpg	stopLeft	stopLeft	stopLeft
618	stop	nightTest/nightSequence1--03083.jpg	stop	stop	stop
619	stop	dayTest/daySequence2--05657.jpg	stop	stop	stop
620	stop	nightTest/nightSequence1--03110.jpg	stop	stop	stop
621	goLeft	dayTest/daySequence2--06408.jpg	goLeft	goLeft	goLeft
622	stop	nightTest/nightSequence1--02965.jpg	stop	stop	stop
623	go	dayTest/daySequence1--01351.jpg	go	go	go
624	stopLeft	nightTest/nightSequence2--01215.jpg	stopLeft	stopLeft	stopLeft
625	go	nightTest/nightSequence2--05467.jpg	go	go	go
626	warning	nightTest/nightSequence1--02562.jpg	warning	warning	warning
627	stop	nightTest/nightSequence1--02855.jpg	stop	stop	stop
628	go	dayTest/daySequence1--03370.jpg	go	go	go
629	go	nightTest/nightSequence1--00147.jpg	go	go	go
630	go	nightTest/nightSequence2--04198.jpg	go	go	go
631	stop	dayTest/daySequence1--03497.jpg	stop	stop	stop
632	stop	dayTest/daySequence1--03624.jpg	stop	stop	stop
633	stop	dayTest/daySequence2--00934.jpg	stop	stop	stop
634	stop	nightTest/nightSequence1--03386.jpg	stop	stop	stop
635	go	nightTest/nightSequence2--01515.jpg	go	go	go
636	go	dayTest/daySequence1--01860.jpg	go	go	go
637	stop	nightTest/nightSequence1--03154.jpg	stop	stop	stop
638	stop	nightTest/nightSequence2--02204.jpg	stop	stop	stop
639	go	dayTest/daySequence1--02019.jpg	go	go	go
640	stop	nightTest/nightSequence1--03094.jpg	stop	stop	stop
641	stop	nightTest/nightSequence2--00072.jpg	stop	stop	stop
642	go	dayTest/daySequence1--00999.jpg	go	go	go
643	stop	nightTest/nightSequence1--02897.jpg	stop	stop	stop
644	stopLeft	dayTest/daySequence2--06024.jpg	stopLeft	stopLeft	stopLeft
645	go	nightTest/nightSequence2--02324.jpg	go	go	go
646	stop	nightTest/nightSequence2--02057.jpg	stop	stop	stop
647	go	dayTest/daySequence1--03238.jpg	go	go	go
648	go	nightTest/nightSequence1--04302.jpg	go	go	go
649	go	nightTest/nightSequence2--04268.jpg	go	go	go
650	go	dayTest/daySequence2--06743.jpg	go	go	go
651	go	nightTest/nightSequence2--01394.jpg	go	go	go
652	go	nightTest/nightSequence1--02226.jpg	go	go	go
653	stop	nightTest/nightSequence2--03358.jpg	stop	stop	stop
654	go	nightTest/nightSequence1--03246.jpg	go	go	go
655	stop	nightTest/nightSequence2--05015.jpg	stop	stop	stop
656	go	dayTest/daySequence1--03207.jpg	go	go	go
657	stop	nightTest/nightSequence1--03339.jpg	stop	stop	stop
658	stop	nightTest/nightSequence2--05966.jpg	stop	stop	stop
659	stopLeft	dayTest/daySequence2--05707.jpg	stopLeft	stopLeft	stopLeft
660	go	nightTest/nightSequence2--04511.jpg	go	go	go
661	stop	nightTest/nightSequence2--00028.jpg	stop	stop	stop
662	go	dayTest/daySequence1--03304.jpg	go	go	go
663	go	nightTest/nightSequence2--01371.jpg	go	go	go
664	stop	nightTest/nightSequence1--00003.jpg	stop	stop	stop
665	go	nightTest/nightSequence1--01688.jpg	go	go	go
666	stop	nightTest/nightSequence1--02847.jpg	stop	stop	stop
667	stop	nightTest/nightSequence2--06202.jpg	stop	stop	stop
668	stop	nightTest/nightSequence2--06343.jpg	stop	stop	stop
669	go	dayTest/daySequence2--04987.jpg	go	go	go
670	stopLeft	nightTest/nightSequence2--06427.jpg	stopLeft	stopLeft	stopLeft
671	go	nightTest/nightSequence2--01879.jpg	go	go	go
672	stop	dayTest/daySequence1--01951.jpg	stop	stop	stop
673	go	dayTest/daySequence1--01370.jpg	go	go	go
674	go	nightTest/nightSequence2--04653.jpg	go	go	go
675	go	nightTest/nightSequence1--04408.jpg	go	go	go
676	go	dayTest/daySequence1--02069.jpg	go	go	go
677	go	nightTest/nightSequence2--01267.jpg	go	go	go
678	go	dayTest/daySequence1--01111.jpg	go	go	go
679	go	nightTest/nightSequence2--04484.jpg	go	go	go
680	stop	nightTest/nightSequence1--03213.jpg	stop	stop	stop
681	warning	nightTest/nightSequence1--02704.jpg	warning	warning	warning
682	go	nightTest/nightSequence2--04678.jpg	go	go	go
683	go	nightTest/nightSequence1--01767.jpg	go	go	go
684	warning	nightTest/nightSequence2--04726.jpg	warning	warning	warning
685	go	dayTest/daySequence1--02371.jpg	go	go	go
686	stop	nightTest/nightSequence1--03508.jpg	stop	stop	stop
687	go	nightTest/nightSequence1--00003.jpg	go	go	go
688	stop	nightTest/nightSequence1--00000.jpg	stop	stop	stop
689	go	dayTest/daySequence1--00236.jpg	go	go	go
690	stop	dayTest/daySequence2--00189.jpg	stop	stop	stop
691	stopLeft	nightTest/nightSequence2--04931.jpg	stopLeft	stopLeft	stopLeft
692	go	dayTest/daySequence2--06678.jpg	go	go	go
693	go	dayTest/daySequence1--00993.jpg	go	go	go
694	go	dayTest/daySequence1--03272.jpg	go	go	go
695	go	nightTest/nightSequence1--04141.jpg	go	go	go
696	stop	nightTest/nightSequence2--00592.jpg	stop	stop	stop
697	stopLeft	dayTest/daySequence2--05573.jpg	stopLeft	stopLeft	stopLeft
698	go	nightTest/nightSequence2--03113.jpg	go	go	go
699	stopLeft	dayTest/daySequence2--05077.jpg	stopLeft	stopLeft	stopLeft
700	go	nightTest/nightSequence2--03932.jpg	go	go	go
701	go	dayTest/daySequence1--02586.jpg	go	go	go
702	go	nightTest/nightSequence1--01919.jpg	go	go	go
703	go	nightTest/nightSequence1--02318.jpg	go	go	go
704	stop	dayTest/daySequence1--03545.jpg	stop	stop	stop
705	go	nightTest/nightSequence1--02237.jpg	go	go	go
706	stop	nightTest/nightSequence1--02930.jpg	stop	stop	stop
707	go	nightTest/nightSequence1--04490.jpg	go	go	go
708	stop	nightTest/nightSequence2--06017.jpg	stop	stop	stop
709	go	nightTest/nightSequence2--01186.jpg	go	go	go
710	stopLeft	dayTest/daySequence2--05753.jpg	stopLeft	stopLeft	stopLeft
711	go	nightTest/nightSequence2--03981.jpg	go	go	go
712	go	dayTest/daySequence1--03415.jpg	go	go	go
713	go	dayTest/daySequence1--02496.jpg	go	go	go
714	go	nightTest/nightSequence1--02453.jpg	go	go	go
715	stopLeft	nightTest/nightSequence2--04708.jpg	stopLeft	stopLeft	stopLeft
716	stop	nightTest/nightSequence1--02978.jpg	stop	stop	stop
717	stop	nightTest/nightSequence2--04117.jpg	stop	stop	stop
718	stop	nightTest/nightSequence2--01655.jpg	stop	stop	stop
719	go	nightTest/nightSequence2--04222.jpg	go	go	go
720	stopLeft	dayTest/daySequence2--05472.jpg	stopLeft	stopLeft	stopLeft
721	stop	nightTest/nightSequence2--00248.jpg	stop	stop	stop
722	go	nightTest/nightSequence2--02832.jpg	go	go	go
723	go	dayTest/daySequence1--03244.jpg	go	go	go
724	stop	dayTest/daySequence2--05799.jpg	stop	stop	stop
725	go	nightTest/nightSequence2--02369.jpg	go	go	go
726	go	nightTest/nightSequence2--04221.jpg	go	go	go
727	stop	dayTest/daySequence1--02024.jpg	stop	stop	stop
728	goLeft	dayTest/daySequence2--06419.jpg	goLeft	goLeft	goLeft
729	stop	nightTest/nightSequence2--06161.jpg	stop	stop	stop
730	go	nightTest/nightSequence1--04117.jpg	go	go	go
731	go	nightTest/nightSequence2--02961.jpg	go	go	go
732	go	nightTest/nightSequence1--02415.jpg	go	go	go
733	go	nightTest/nightSequence2--06504.jpg	go	go	go
734	stop	nightTest/nightSequence2--00205.jpg	stop	stop	stop
735	stop	nightTest/nightSequence2--06128.jpg	stop	stop	stop
736	go	dayTest/daySequence1--02591.jpg	go	go	go
737	stop	nightTest/nightSequence2--00088.jpg	stop	stop	stop
738	go	dayTest/daySequence1--01314.jpg	go	go	go
739	go	nightTest/nightSequence2--03245.jpg	go	go	go
740	stop	nightTest/nightSequence2--00349.jpg	stop	stop	stop
741	go	dayTest/daySequence2--06569.jpg	go	go	go
742	go	nightTest/nightSequence2--01895.jpg	go	go	go
743	warning	dayTest/daySequence1--01936.jpg	warning	warning	warning
744	stopLeft	nightTest/nightSequence2--04718.jpg	stopLeft	stopLeft	stopLeft
745	go	nightTest/nightSequence2--02108.jpg	go	go	go
746	stop	nightTest/nightSequence1--00748.jpg	stop	stop	stop
747	stop	nightTest/nightSequence2--00370.jpg	stop	stop	stop
748	stop	nightTest/nightSequence1--02790.jpg	stop	stop	stop
749	stop	nightTest/nightSequence1--01051.jpg	stop	stop	stop
750	go	nightTest/nightSequence1--04498.jpg	go	go	go
751	go	nightTest/nightSequence2--04278.jpg	go	go	go
752	stop	nightTest/nightSequence2--00132.jpg	stop	stop	stop
753	stop	nightTest/nightSequence2--00404.jpg	stop	stop	stop
754	go	dayTest/daySequence2--06603.jpg	go	go	go
755	go	nightTest/nightSequence2--01269.jpg	go	go	go
756	go	nightTest/nightSequence2--02952.jpg	go	go	go
757	stop	nightTest/nightSequence1--00618.jpg	stop	stop	stop
758	stop	nightTest/nightSequence2--02075.jpg	stop	stop	stop
759	go	dayTest/daySequence1--03325.jpg	go	go	go
760	go	dayTest/daySequence1--01259.jpg	go	go	go
761	go	nightTest/nightSequence2--01176.jpg	go	go	go
762	go	dayTest/daySequence1--03302.jpg	go	go	go
763	stopLeft	dayTest/daySequence2--05729.jpg	stopLeft	stopLeft	stopLeft
764	stopLeft	dayTest/daySequence2--05444.jpg	stopLeft	stopLeft	stopLeft
765	go	dayTest/daySequence2--01281.jpg	go	go	go
766	stop	dayTest/daySequence2--05761.jpg	stop	stop	stop
767	go	nightTest/nightSequence1--03975.jpg	go	go	go
768	go	nightTest/nightSequence2--04380.jpg	go	go	go
769	stop	dayTest/daySequence1--01974.jpg	stop	stop	stop
770	goLeft	nightTest/nightSequence1--03765.jpg	goLeft	goLeft	goLeft
771	go	dayTest/daySequence1--01826.jpg	go	go	go
772	go	nightTest/nightSequence2--03992.jpg	go	go	go
773	go	nightTest/nightSequence1--02507.jpg	go	go	go
774	stop	nightTest/nightSequence2--00360.jpg	stop	stop	stop
775	stopLeft	dayTest/daySequence2--05213.jpg	stopLeft	stopLeft	stopLeft
776	go	dayTest/daySequence1--03836.jpg	go	go	go
777	go	nightTest/nightSequence2--04164.jpg	go	go	go
778	stop	nightTest/nightSequence2--00483.jpg	stop	stop	stop
779	go	nightTest/nightSequence1--03908.jpg	go	go	go
780	stop	dayTest/daySequence2--00158.jpg	stop	stop	stop
